simplification,nbr_occurences_simpl,obsolete,porcelaine,nbr_occurences_porcelaine
drap de Louviers,394,non,Sans lien avec la porcelaine,816722
drap de Louviers au sixième de soie,1,non,Sans lien avec la porcelaine,816722
drap de Lyon,4,non,Sans lien avec la porcelaine,816722
drap de Maroc,1,non,,41213
drap de montagne,6,non,Sans lien avec la porcelaine,816722
drap de Montauban,36,non,Sans lien avec la porcelaine,816722
drap de Montauban petite,1,oui,Sans lien avec la porcelaine,816722
drap de Moucu,3,non,Sans lien avec la porcelaine,816722
drap de Nanrabais,4,non,,41213
drap de Nîmes,1,non,Sans lien avec la porcelaine,816722
drap de Nison,1,non,Sans lien avec la porcelaine,816722
drap de Normandie,2,non,Sans lien avec la porcelaine,816722
drap de pagnon,1,non,Sans lien avec la porcelaine,816722
drap de Panguede,4,non,Sans lien avec la porcelaine,816722
drap de Picardie,71,non,Sans lien avec la porcelaine,816722
drap de Pie,1,oui,Sans lien avec la porcelaine,816722
drap de Pie aune,1,oui,Sans lien avec la porcelaine,816722
drap de Poitou,2,non,Sans lien avec la porcelaine,816722
drap de Reims,1,non,Sans lien avec la porcelaine,816722
drap de Reims fil ???,1,non,Sans lien avec la porcelaine,816722
drap de Rome,1,non,Sans lien avec la porcelaine,816722
drap de Romorantin,1,non,,41213
drap de Romorntin,1,oui,Sans lien avec la porcelaine,816722
drap de Rouen,28,non,Sans lien avec la porcelaine,816722
drap de Saint-Lô,1,non,Sans lien avec la porcelaine,816722
drap de Saint-Robert,12,non,,41213
drap de Sedan,313,non,Sans lien avec la porcelaine,816722
drap de Sedan 220 lignes,1,non,Sans lien avec la porcelaine,816722
drap de Sedan 25 lignes,1,non,Sans lien avec la porcelaine,816722
drap de Sedan 78 lignes,1,non,Sans lien avec la porcelaine,816722
drap de Sedan de retour,1,non,Sans lien avec la porcelaine,816722
drap de Sedan de velours,1,non,Sans lien avec la porcelaine,816722
drap de Ségovie,1,non,Sans lien avec la porcelaine,816722
drap de Silésie,204,non,Sans lien avec la porcelaine,816722
drap de Sir,2,non,Sans lien avec la porcelaine,816722
drap de soie,11,non,Sans lien avec la porcelaine,816722
drap de Soudrain,6,non,Sans lien avec la porcelaine,816722
drap de Souvier,1,non,Sans lien avec la porcelaine,816722
drap de toile de lin,1,non,Sans lien avec la porcelaine,816722
drap de Tours,1,non,Sans lien avec la porcelaine,816722
drap de Van Robais,73,non,Sans lien avec la porcelaine,816722
drap de vere,2,non,Sans lien avec la porcelaine,816722
drap de vigogne,1,non,Sans lien avec la porcelaine,816722
drap de Vir,18,non,Sans lien avec la porcelaine,816722
drap demi fin de laine,1,non,Sans lien avec la porcelaine,816722
drap des prise,11,oui,Sans lien avec la porcelaine,816722
drap des prises,17,non,Sans lien avec la porcelaine,816722
drap divers ???,8,non,Sans lien avec la porcelaine,816722
drap divers de laine,11,oui,,41213
drap drache,9,non,Sans lien avec la porcelaine,816722
drap drapée,4,non,Sans lien avec la porcelaine,816722
drap draperie ???,1,oui,Sans lien avec la porcelaine,816722
drap du Berry,4,non,Sans lien avec la porcelaine,816722
drap du Dauphiné,1,non,Sans lien avec la porcelaine,816722
drap du Languedoc,2,non,Sans lien avec la porcelaine,816722
drap du Languedoc de velours,1,oui,Sans lien avec la porcelaine,816722
drap du Languedoc ordinaire,1,oui,,41213
drap du Nord,12,non,Sans lien avec la porcelaine,816722
drap du Nord teint,6,non,Sans lien avec la porcelaine,816722
drap du pays,1,non,,41213
drap du Poitou,1,oui,Sans lien avec la porcelaine,816722
drap du sceau,1,non,Sans lien avec la porcelaine,816722
drap écarlate,181,non,Sans lien avec la porcelaine,816722
drap écarlate de France,2,non,Sans lien avec la porcelaine,816722
drap écarlate des prises,1,non,Sans lien avec la porcelaine,816722
drap écarlate et du Languedoc,1,non,Sans lien avec la porcelaine,816722
drap en échantillon et lisères,1,non,Sans lien avec la porcelaine,816722
drap et drap de laine et tricots,2,oui,,41213
drap et draperie,6,oui,Sans lien avec la porcelaine,816722
drap et draperie casinier,2,non,Sans lien avec la porcelaine,816722
drap et draperie de laine,12,non,Sans lien avec la porcelaine,816722
drap et étoffe,3,oui,Sans lien avec la porcelaine,816722
drap et étoffe de laine,9,non,Sans lien avec la porcelaine,816722
drap et mouchoir de soie,1,non,Sans lien avec la porcelaine,816722
drap et petits et étoffe de laine,66,non,,41213
drap et tricots,2,non,Sans lien avec la porcelaine,816722
drap et velours de coton,1,non,Sans lien avec la porcelaine,816722
drap étranger,3,non,Sans lien avec la porcelaine,816722
drap fin,149,non,Sans lien avec la porcelaine,816722
drap fin blanc,1,non,Sans lien avec la porcelaine,816722
drap fin de la manufacture de France,4,non,Sans lien avec la porcelaine,816722
drap fin divers dit londrin du Languedoc de Carcassonne et Lodève,1,oui,Sans lien avec la porcelaine,816722
drap fin du Languedoc,23,non,Sans lien avec la porcelaine,816722
drap fin du Languedoc londrin de Carcassonne et Lodève,1,oui,,41213
drap fin et drap,1,non,,41213
drap fin et draperie,1,oui,Sans lien avec la porcelaine,816722
drap fin ordinaire et petit,1,non,,41213
drap fin ordinaire et petite,1,oui,Sans lien avec la porcelaine,816722
drap fins de laine,62,non,Sans lien avec la porcelaine,816722
drap frac,2,non,Sans lien avec la porcelaine,816722
drap gaufré,2,non,Sans lien avec la porcelaine,816722
drap gros,4,non,Sans lien avec la porcelaine,816722
drap gros de laine,5,non,Sans lien avec la porcelaine,816722
drap grossier,7,non,Sans lien avec la porcelaine,816722
drap iada,1,non,Sans lien avec la porcelaine,816722
drap imprimé,6,non,Sans lien avec la porcelaine,816722
drap layette,5,non,Sans lien avec la porcelaine,816722
drap londrin,309,non,Sans lien avec la porcelaine,816722
drap londrin ?,1,oui,,41213
drap londrin petit,1,oui,Sans lien avec la porcelaine,816722
drap londrin second,1,non,,41213
drap moine,1,non,,41213
drap molleton,47,oui,Sans lien avec la porcelaine,816722
drap motton,8,non,Sans lien avec la porcelaine,816722
drap moutade,1,non,Sans lien avec la porcelaine,816722
drap native divers,3,non,Sans lien avec la porcelaine,816722
drap naturel commun,3,non,Sans lien avec la porcelaine,816722
drap naturel de Sedan,1,non,Sans lien avec la porcelaine,816722
drap naturel diverses,2,non,Sans lien avec la porcelaine,816722
drap naturel Sirre,2,non,Sans lien avec la porcelaine,816722
drap noir,5,non,Sans lien avec la porcelaine,816722
drap noir de Sedan,1,non,Sans lien avec la porcelaine,816722
drap noir grossier,1,non,,41213
drap ordinaire,394,non,Sans lien avec la porcelaine,816722
drap ordinaires de laine,70,oui,Sans lien avec la porcelaine,816722
drap palencourt,1,non,Sans lien avec la porcelaine,816722
drap peint,2,non,Sans lien avec la porcelaine,816722
drap petit,725,non,Sans lien avec la porcelaine,816722
drap petit de Languedoc,1,non,Sans lien avec la porcelaine,816722
drap petit de mains,1,non,Sans lien avec la porcelaine,816722
drap petit de Montauban,1,non,,41213
drap petit de Sedan,1,non,Sans lien avec la porcelaine,816722
drap petit de Silésie,33,non,Sans lien avec la porcelaine,816722
drap petit londrin,1,non,,41213
drap petit raze de Maroc,12,non,,41213
drap platine,2,non,Sans lien avec la porcelaine,816722
drap pour billau,1,non,Sans lien avec la porcelaine,816722
drap pour doublures,3,non,Sans lien avec la porcelaine,816722
drap pour les troupes,4,non,,41213
drap rouge,1,non,Sans lien avec la porcelaine,816722
drap rouge bariolé,1,non,Sans lien avec la porcelaine,816722
drap teint,323,non,Sans lien avec la porcelaine,816722
drap teint d'Espagne et de Hollande,28,non,Sans lien avec la porcelaine,816722
drap teint d'Espagne et de Hollande aune,1,oui,Sans lien avec la porcelaine,816722
drap teint et mêlé de douzaine,1,oui,Sans lien avec la porcelaine,816722
drap terlaine,1,non,Sans lien avec la porcelaine,816722
drap uni,1,non,Sans lien avec la porcelaine,816722
drap vert,2,non,Sans lien avec la porcelaine,816722
drap vieux,3,non,Sans lien avec la porcelaine,816722
drap vieux pour l'entrepôt pour la Guinée,1,non,Sans lien avec la porcelaine,816722
drape petite,2,non,Sans lien avec la porcelaine,816722
drapeaux,10,non,Sans lien avec la porcelaine,816722
drapeaux vieux,117,non,Sans lien avec la porcelaine,816722
drapeaux vieux pour papeterie,1,non,Sans lien avec la porcelaine,816722
draperie et futaine,8,oui,Sans lien avec la porcelaine,816722
draps d'étoupes,1,non,,41213
draps de laine de Reims,1,non,,41213
drêche,3,non,Sans lien avec la porcelaine,816722
drêche de bière,28,non,Sans lien avec la porcelaine,816722
drilles,3,non,Sans lien avec la porcelaine,816722
drogue médicinale,32,oui,Sans lien avec la porcelaine,816722
drogues,2905,non,Sans lien avec la porcelaine,816722
drogues ???,2,non,Sans lien avec la porcelaine,816722
drogues à peindre,1,non,Sans lien avec la porcelaine,816722
drogues à teindre,20,non,Sans lien avec la porcelaine,816722
drogues chimiques,16,non,Sans lien avec la porcelaine,816722
drogues chimiques et métalliques,22,non,Sans lien avec la porcelaine,816722
drogues chimiques et métalliques diverses,1,non,Sans lien avec la porcelaine,816722
drogues chimiques et métalliques sublimé,0,non,Sans lien avec la porcelaine,816722
drogues colorantes,2,non,Sans lien avec la porcelaine,816722
drogues communes,17,non,Sans lien avec la porcelaine,816722
drogues composées,3,non,Sans lien avec la porcelaine,816722
drogues composées pour médecine ???,2,non,Sans lien avec la porcelaine,816722
drogues composées pour médecine précipité,2,oui,Sans lien avec la porcelaine,816722
drogues d'apothicaire,68,non,Sans lien avec la porcelaine,816722
drogues d'apothicaire communes,2,non,Sans lien avec la porcelaine,816722
drogues de misme,1,non,Sans lien avec la porcelaine,816722
drogues des Indes,4,non,Sans lien avec la porcelaine,816722
drogues diverses,15,non,,41213
drogues diverses citronal,1,non,,41213
drogues diverses composées,2,non,Sans lien avec la porcelaine,816722
drogues diverses médicinales,5,oui,Sans lien avec la porcelaine,816722
drogues diverses pour peintures et teinture,2,oui,Sans lien avec la porcelaine,816722
drogues diverses réunies,635,non,Sans lien avec la porcelaine,816722
drogues du Languedoc,1,non,Sans lien avec la porcelaine,816722
drogues en plantes,6,non,Sans lien avec la porcelaine,816722
drogues et épicerie,12,non,,41213
drogues et épiceries diverses pour peintures et teinture,2,oui,Sans lien avec la porcelaine,816722
drogues et graine diverses,5,non,,41213
drogues et graines diverses,5,oui,Sans lien avec la porcelaine,816722
drogues et jus et sirop de cerise et de grenade,1,non,Sans lien avec la porcelaine,816722
drogues et soie et laine,1,non,Sans lien avec la porcelaine,816722
drogues fines,14,non,Sans lien avec la porcelaine,816722
drogues galle,1,non,Sans lien avec la porcelaine,816722
drogues gomme médicinales diverses,1,non,Sans lien avec la porcelaine,816722
drogues gomme métalliques diverses,1,non,Sans lien avec la porcelaine,816722
drogues médicales naturelles,15,non,Sans lien avec la porcelaine,816722
drogues médicinales,300,non,Sans lien avec la porcelaine,816722
drogues médicinales ???,1,non,Sans lien avec la porcelaine,816722
drogues médicinales bol,1,non,,41213
drogues médicinales casse en ???,0,non,Sans lien avec la porcelaine,816722
drogues médicinales en plantes diverses,11,non,Sans lien avec la porcelaine,816722
drogues médicinales en rhubarbe composée,3,non,Sans lien avec la porcelaine,816722
drogues métalliques,8,non,Sans lien avec la porcelaine,816722
drogues métalliques ???,8,non,Sans lien avec la porcelaine,816722
drogues métalliques et chimiques,3,non,Sans lien avec la porcelaine,816722
drogues odorantes,2,non,Sans lien avec la porcelaine,816722
drogues pour la Compagnie des Indes,1,non,Sans lien avec la porcelaine,816722
drogues pour la médecine,1,oui,Sans lien avec la porcelaine,816722
drogues pour la teinture,11,non,Sans lien avec la porcelaine,816722
drogues pour les peintures et la teinture fnée platte,3,non,Sans lien avec la porcelaine,816722
drogues pour les peintures et teinture gande,2,oui,Sans lien avec la porcelaine,816722
drogues pour peintures,26,non,Sans lien avec la porcelaine,816722
drogues pour peintures et coiffures,5,non,Sans lien avec la porcelaine,816722
drogues pour peintures et la teinture,6,oui,Sans lien avec la porcelaine,816722
drogues pour peintures et teinture,231,non,Sans lien avec la porcelaine,816722
drogues pour peintures et teinture ???,3,non,Sans lien avec la porcelaine,816722
drogues pour peintures et teinture composite,1,oui,Sans lien avec la porcelaine,816722
drogues pour peintures et teinture diverses,12,oui,Sans lien avec la porcelaine,816722
drogues pour peintures et teinture pae ???,1,non,Sans lien avec la porcelaine,816722
drogues pour peintures et teinture semence,2,non,Sans lien avec la porcelaine,816722
drogues pour teinture,1,non,Sans lien avec la porcelaine,816722
drogues sur soie,,oui,Sans lien avec la porcelaine,816722
droguet,6,non,Sans lien avec la porcelaine,816722
droguet d'Angleterre,2,non,Sans lien avec la porcelaine,816722
droguet de castor,2,non,Sans lien avec la porcelaine,816722
droguet de coton et de soie,1,non,,41213
droguet de fil de laine,3,non,Sans lien avec la porcelaine,816722
droguet de fil et de laine,21,non,Sans lien avec la porcelaine,816722
droguet de fil et laine,2,oui,Sans lien avec la porcelaine,816722
droguet de Hollande,8,non,Sans lien avec la porcelaine,816722
droguet de laine,136,non,Sans lien avec la porcelaine,816722
droguet de laine des prises,1,non,Sans lien avec la porcelaine,816722
droguet de laine et fil,2,oui,Sans lien avec la porcelaine,816722
droguet de milan,1,non,Sans lien avec la porcelaine,816722
droguet de soie,24,non,Sans lien avec la porcelaine,816722
droguet des prises,1,non,Sans lien avec la porcelaine,816722
droguet en fil,1,non,Sans lien avec la porcelaine,816722
droguet en laine,1,non,Sans lien avec la porcelaine,816722
droguet et Maroc,2,oui,Sans lien avec la porcelaine,816722
droguet et raze de Maroc,36,non,,41213
droit sur vin de Blaye,1,non,Sans lien avec la porcelaine,816722
droit sur vinaigre,2,non,Sans lien avec la porcelaine,816722
drol et drouel,67,non,Sans lien avec la porcelaine,816722
duc-d'Albe,6,non,Sans lien avec la porcelaine,816722
duc-d'Albe de grés,1,non,Sans lien avec la porcelaine,816722
duc-d'Albe de terre,1,non,Sans lien avec la porcelaine,816722
ducatons,1,non,,41213
duffel,10,non,Sans lien avec la porcelaine,816722
duffel teint,68,non,Sans lien avec la porcelaine,816722
durance grosse étoffe de laine,1,non,,41213
duves,1,non,Sans lien avec la porcelaine,816722
duvet,25,non,Sans lien avec la porcelaine,816722
duvet de plumes,2,non,,41213
duvet de plumes de canard cygne et oie,5,non,Sans lien avec la porcelaine,816722
duvet fin,1,non,,41213
duyvelsteen,1,non,Sans lien avec la porcelaine,816722
duyvelsterck,20,non,Sans lien avec la porcelaine,816722
e ???,2,non,Sans lien avec la porcelaine,816722
eau,21,non,Sans lien avec la porcelaine,816722
eau ???,1,non,,41213
eau à noirir tabac,7,non,Sans lien avec la porcelaine,816722
eau citronnelle,2,non,Sans lien avec la porcelaine,816722
eau coclearia,1,non,Sans lien avec la porcelaine,816722
eau cordiale,8,non,Sans lien avec la porcelaine,816722
eau d'anis,9,non,Sans lien avec la porcelaine,816722
eau d'arc,1,non,Sans lien avec la porcelaine,816722
eau d'arquebusade,35,non,Sans lien avec la porcelaine,816722
eau d'aspic,1,non,,41213
eau d'Esquebat,2,non,Sans lien avec la porcelaine,816722
eau d'odeur,2,non,Sans lien avec la porcelaine,816722
eau d'orange,1,non,Sans lien avec la porcelaine,816722
eau de balaruc,78,non,Sans lien avec la porcelaine,816722
eau de Barbade,15,non,Sans lien avec la porcelaine,816722
eau de bergamote,3,non,Sans lien avec la porcelaine,816722
eau de Bristol,6,non,Sans lien avec la porcelaine,816722
eau de Bristol des prises,1,non,Sans lien avec la porcelaine,816722
eau de bronze,1,non,Sans lien avec la porcelaine,816722
eau de Bussang,1,non,Sans lien avec la porcelaine,816722
eau de Bussingue,8,non,Sans lien avec la porcelaine,816722
eau de cannelle,4,non,Sans lien avec la porcelaine,816722
eau de Carmes,3,non,Sans lien avec la porcelaine,816722
eau de cédrat,1,non,Sans lien avec la porcelaine,816722
eau de cèdre,7,non,Sans lien avec la porcelaine,816722
eau de cerise,28,non,Sans lien avec la porcelaine,816722
eau de Charente,2,non,Sans lien avec la porcelaine,816722
eau de citron,46,non,Sans lien avec la porcelaine,816722
eau de citron distillée,1,non,Sans lien avec la porcelaine,816722
eau de citronnelle,30,non,Sans lien avec la porcelaine,816722
eau de coclearia,6,non,Sans lien avec la porcelaine,816722
eau de Cologne,24,non,Sans lien avec la porcelaine,816722
eau de composition,1,non,Sans lien avec la porcelaine,816722
