simplification,nbr_occurences_simpl,v_glass_beads,obsolete,v5,v6,v7,nbr_occurences_v_glass_beads
bonneterie de chanvre et lin,2,out,non,,,,548852
bonneterie de coton,164,out,non,,,,548852
bonneterie de coton et bonneterie de fil,42,out,non,,,,548852
bonneterie de coton et bonneterie de fil et bonneterie de laine,16,out,non,,,,548852
bonneterie de coton et bonneterie de laine,1,out,non,,,,548852
bonneterie de coton et bonneterie de soie,1,out,non,,,,548852
bonneterie de fil,85,out,non,,,,548852
bonneterie de fil de coton,1,out,non,,,,548852
bonneterie de fil et bonneterie de coton,17,out,non,,,,548852
bonneterie de fil et coton en laine,1,out,non,,,,548852
bonneterie de filin d'or,3,out,non,,,,548852
bonneterie de filoselle,23,out,non,,,,548852
bonneterie de fleuret,11,out,non,,,,548852
bonneterie de laine,341,out,non,,,,548852
bonneterie de laine ???,1,out,non,,,,548852
bonneterie de laine et bonneterie de coton,1,out,non,,,,548852
bonneterie de laine et bonneterie poil,12,out,non,,,,548852
bonneterie de laine et soie,2,out,non,,,,548852
bonneterie de laine fine,1,out,non,,,,548852
bonneterie de laine tricots,1,out,non,,,,548852
bonneterie de lapin de poil,1,out,non,,,,548852
bonneterie de poil autre que castor,2,out,non,,,,548852
bonneterie de soie,555,out,non,,,,548852
bonneterie de soie au sixième,3,out,non,,,,548852
bonneterie de soie et dorure,3,out,non,,,,548852
bonneterie écarlate,1,out,non,,,,548852
bonneterie étoffe et tapis de poil,3,out,oui,,,,548852
bonneterie fil et bonneterie de coton,1,out,non,,,,548852
bonnets,13,out,non,,,,548852
bonnets à cheveux,1,out,non,,,,548852
bonnets à dentelle,2,out,non,,,,548852
bonnets à nègre,1,out,non,,,,548852
bonnets brodés d'argent,1,out,non,,,,548852
bonnets brodés d'or,2,out,non,,,,548852
bonnets brodés de fil,2,out,non,,,,548852
bonnets brodés de laine,1,out,non,,,,548852
bonnets d'enfant,8,out,non,,,,548852
bonnets d'enfant de velours et bonnets à la postillonne,2,out,non,,,,548852
bonnets d'étoffe,2,out,non,,,,548852
bonnets d'homme,1,out,non,,,,548852
bonnets de basin,2,out,non,,,,548852
bonnets de blonde,2,out,non,,,,548852
bonnets de bois,1,out,non,,,,548852
bonnets de castor,2,out,non,,,,548852
bonnets de castor brodés,1,out,non,,,,548852
bonnets de coton,362,out,non,,,,548852
bonnets de coton et bonnets de fil,1,out,non,,,,548852
bonnets de coton et fil et laine,1,out,non,,,,548852
bonnets de dentelle,1,out,non,,,,548852
bonnets de femme,1,out,non,,,,548852
bonnets de fer-blanc à la turc,1,out,non,,,,548852
bonnets de fil,69,out,non,,,,548852
bonnets de fil et bas,1,out,non,,,,548852
bonnets de fil et bonnets de coton,9,out,non,,,,548852
bonnets de filosel,1,out,non,,,,548852
bonnets de gaze,1,out,non,,,,548852
bonnets de grenadine,1,out,non,,,,548852
bonnets de laine,582,out,non,,,,548852
bonnets de laine ???,1,out,non,,,,548852
bonnets de laine commune,1,out,non,,,,548852
bonnets de laine communs,1,out,non,,,,548852
bonnets de laine de Ségovie,3,out,non,,,,548852
bonnets de laine et bonnets de fil et bonnets de coton,1,out,non,,,,548852
bonnets de laine fin,2,out,non,,,,548852
bonnets de laine grasse,2,out,non,,,,548852
bonnets de laine grosse,1,out,non,,,,548852
bonnets de paille,2,out,non,,,,548852
bonnets de peau,1,out,non,,,,548852
bonnets de postillons,1,out,non,,,,548852
bonnets de prêtre,1,out,non,,,,548852
bonnets de soie,17,out,non,,,,548852
bonnets de taffetas,3,out,non,,,,548852
bonnets de taffetas bordés d'argent,1,out,non,,,,548852
bonnets de toile,9,out,non,,,,548852
bonnets de toile cirée,3,out,non,,,,548852
bonnets de velours,7,out,non,,,,548852
bonnets de velours brodés,1,out,non,,,,548852
bonnets des prises,1,out,non,,,,548852
bonnets écarlates,2,out,non,,,,548852
bonnets et chaussettes de coton,1,out,non,,,,548852
bonnets et soutane,1,out,non,,,,548852
bonnets grossiers de laine,1,out,non,,,,548852
bonnets montés,1,out,non,,,,548852
bonnets piqués,10,out,non,,,,548852
bonnets piqués et carcasse et fer à coiffures,2,out,non,,,,548852
borax,282,out,non,,,,548852
borax brut,10,out,non,,,,548852
borax gras,9,out,non,,,,548852
borax raffiné,26,out,non,,,,548852
bordage,13,out,non,,,,548852
bordage de chêne,115,out,non,,,,548852
bordage de chêne de 15 pieds,3,out,non,,,,548852
bordage de chêne de 24 pieds,1,out,non,,,,548852
bordage de chêne de 27 pieds,1,out,non,,,,548852
bordage de chêne de 30 à 40 pieds,1,out,non,,,,548852
bordage de chêne de 30 à 40 pieds à 3 et 4 pouces d'épaisseur,1,out,non,,,,548852
bordage de cyprès,1,out,non,,,,548852
bordage de pin,1,out,non,,,,548852
bordage de sapin,22,out,non,,,,548852
bordage de sapin de 20 pieds,1,out,non,,,,548852
bordage pour navire,1,out,non,,,,548852
bordures d'or et de soie,1,out,non,,,,548852
bordures de bois doré,2,out,non,,,,548852
bordures de tapisseries,1,out,non,,,,548852
bordures dorées,3,out,non,,,,548852
bottes,35,out,non,,,,548852
bottes à matelot,1,out,non,,,,548852
bottes de bergamote,2,out,non,,,,548852
bottes de cavalier,1,out,non,,,,548852
bottes de cuir,35,out,non,,,,548852
bottes de cuir à matelot,1,out,non,,,,548852
bottes de cuir fortes,1,out,non,,,,548852
bottes de sapin,2,out,non,,,,548852
bottes et bottines,4,out,non,,,,548852
bottes et souliers,2,out,non,,,,548852
bottes fortes,73,out,non,,,,548852
bottes fourrées,1,out,non,,,,548852
bottes molles,9,out,non,,,,548852
bottes neuves,5,out,non,,,,548852
bottines,63,out,non,,,,548852
bottines de cuir,4,out,non,,,,548852
bottines de peau,1,out,non,,,,548852
boucaniers,11,out,non,,,,548852
boucans en bottes,1,out,oui,,,,548852
boucassin,61,out,non,,,,548852
boucassin rouge,2,out,non,,,,548852
boucaud en bottes,2,out,non,,,,548852
boucaud vide,3,out,non,,,,548852
bouchie,1,out,non,,,,548852
bouchons,12,out,non,,,,548852
boucles,8,out,non,,,,548852
boucles d'acier,1,out,non,,,,548852
boucles d'argent,11,out,non,,,,548852
boucles d'oreilles,4,out,non,,,,548852
boucles de cuivre,3,out,non,,,,548852
boucles de fer,3,out,non,,,,548852
boucles de pinsbeck,1,out,non,,,,548852
boucles de sapin,2,out,non,,,,548852
boucles de souliers à pierres fausses,1,out,non,,,,548852
boucles de tombac,1,out,non,,,,548852
boucs,22,out,non,,,,548852
boucs en vie,1,out,non,,,,548852
boucs et chèvres,13,out,non,,,,548852
boudins de poisson,1,out,non,,,,548852
boudrilles,1,out,non,,,,548852
boudrillons,2,out,non,,,,548852
bouette de sapin,1,out,non,,,,548852
bouge,1,out,non,,,,548852
bougie,775,out,non,,,,548852
bougie blanche,37,out,non,,,,548852
bougie de blanc de baleine,2,out,non,,,,548852
bougie de cire,143,out,non,,,,548852
bougie de cire blanche,90,out,non,,,,548852
bougie de cire blanche et cierges de cire blanche,4,out,non,,,,548852
bougie de cire blanche et jaune et cire blanche et jaune fondue,7,out,non,,,,548852
bougie de cire jaune,3,out,non,,,,548852
bougie de cire verte,1,out,non,,,,548852
bougie de suif,1,out,non,,,,548852
bougie de tables,37,out,non,,,,548852
bougie de tables et cierges,1,out,non,,,,548852
bougie en suif et suif,1,out,non,,,,548852
bougie et cierges,22,out,non,,,,548852
bougie jaune,9,out,non,,,,548852
bougie verte,1,out,non,,,,548852
bougran,98,out,oui,,,,548852
bouguette,1,out,non,,,,548852
bouilloires de cuivre,2,out,non,,,,548852
bouillotte de cuivre,1,out,non,,,,548852
boulange,57,out,non,,,,548852
boulans,1,out,non,,,,548852
boules,3,out,non,,,,548852
boules d'acier,5,out,non,,,,548852
boules de bois,11,out,non,,,,548852
boules de buis,12,out,non,,,,548852
boules de canons,2,out,non,,,,548852
boules de fer,1,out,non,,,,548852
boules de mail,10,out,non,,,,548852
boules de mais,1,out,non,,,,548852
boules de marbre,7,out,non,,,,548852
boules de marbre pour jouets d'enfant,2,out,non,,,,548852
boules de métal blanc,1,out,non,,,,548852
boules de sapin,1,out,non,,,,548852
boules de terres,1,out,non,,,,548852
boules de verre,1,out,non,,,,548852
boules pour jouer,4,out,non,,,,548852
boules vulnéraires,8,out,non,,,,548852
boulets,9,out,non,,,,548852
boulets à têtes et queue,1,out,non,,,,548852
boulets de canon de fer,2,out,non,,,,548852
boulets de canons,192,out,non,,,,548852
boulets de canons de 4 livre,2,out,non,,,,548852
boulets de canons de fer,5,out,non,,,,548852
boulets de canons et mitraille,1,out,non,,,,548852
boulets de fer,7,out,non,,,,548852
boulets de fer et canons de fer,8,out,non,,,,548852
boulets de marbre,2,out,non,,,,548852
boulets de terre,1,out,non,,,,548852
boulets et canons,2,out,non,,,,548852
boulets et canons de fer de fonte,3,out,non,,,,548852
boulettes de marbre,8,out,non,,,,548852
bouquets de fleurs artificielles,2,out,non,,,,548852
bouquets de papier,1,out,non,,,,548852
bouquins à pipes,2,out,non,,,,548852
bouracan,1,out,non,,,,548852
bouraline,1,out,non,,,,548852
bouralisse,10,out,non,,,,548852
bouras,30,out,non,,,,548852
bouras de coton,1,out,non,,,,548852
bouras de soie,1,out,non,,,,548852
bouras du Levant,7,out,non,,,,548852
bourdes en poussière,1,out,non,,,,548852
bourdilles,110,out,non,,,,548852
bourdilles à barriques,3,out,non,,,,548852
bourdillons,178,out,non,,,,548852
bourdillons à barils,2,out,non,,,,548852
bourdillons à barriques,2,out,non,,,,548852
bourdillons à quart,2,out,non,,,,548852
bourdillons à tierçons,2,out,non,,,,548852
bourdillons de bois,2,out,non,,,,548852
bourlets,2,out,non,,,,548852
bourlets de velours,1,out,non,,,,548852
bourre,39,out,non,,,,548852
bourre à bâtier,175,out,non,,,,548852
bourre à bourrer,1,out,non,,,,548852
bourre à brûler,1,out,non,,,,548852
bourre à cheveux,6,out,non,,,,548852
bourre chiquette,2,out,non,,,,548852
bourre d'Alep,1,out,non,,,,548852
bourre d'étoupes,2,out,non,,,,548852
bourre de bœuf,185,out,non,,,,548852
bourre de bœuf et bourre de vache,1,out,non,,,,548852
bourre de cerf,1,out,non,,,,548852
bourre de chèvre,2,out,non,,,,548852
bourre de coton,18,out,non,,,,548852
bourre de coton et fil,37,out,non,,,,548852
bourre de coton et soie,5,out,non,,,,548852
bourre de Damas,4,out,non,,,,548852
bourre de drap,1,out,non,,,,548852
bourre de fil,28,out,non,,,,548852
bourre de filoselle,1,out,non,,,,548852
bourre de laine,9,out,non,,,,548852
bourre de laine entière lanice et tontice,1,out,non,,,,548852
bourre de Marseille,3,out,non,,,,548852
bourre de Nîmes,6,out,non,,,,548852
bourre de soie,194,out,non,,,,548852
bourre de soie et filoselle et soie,15,out,non,,,,548852
bourre de vache,3,out,non,,,,548852
bourre du Levant,77,out,non,,,,548852
bourre rouge,1,out,non,,,,548852
bourre satiné,2,out,non,,,,548852
bourriques,5,out,non,,,,548852
bours de poil,11,out,non,,,,548852
bours de soie,16,out,non,,,,548852
bours du Levant de soie,1,out,non,,,,548852
bourse de molleton,5,out,non,,,,548852
bourses,2,out,non,,,,548852
bourses à cheveux,96,out,non,,,,548852
bourses à cheveux de soie,2,out,non,,,,548852
bourses à cheveux de taffetas,1,out,non,,,,548852
bourses à perruques,3,out,non,,,,548852
bourses à ressorts,1,out,non,,,,548852
bourses à tabac,4,out,non,,,,548852
bourses d'or et bourses d'argent,2,out,non,,,,548852
bourses de bœuf,3,out,non,,,,548852
bourses de coton,1,out,non,,,,548852
bourses de coton et fil,3,out,non,,,,548852
bourses de cuir à ressorts,1,out,non,,,,548852
bourses de fil,1,out,non,,,,548852
bourses de filoselle,1,out,non,,,,548852
bourses de laine,2,out,non,,,,548852
bourses de perruques,1,out,non,,,,548852
bourses de soie,26,out,non,,,,548852
bourses de soie et bourses d'or et bourses d'argent,2,out,non,,,,548852
bourses de taffetas,2,out,non,,,,548852
bourses du Levant,2,out,non,,,,548852
boussoles,5,out,non,,,,548852
boutanne,14,out,non,,,,548852
boutanne de toile,3,out,non,,,,548852
boutargue,1,out,non,,,,548852
bouteilles,29,out,non,,,,548852
bouteilles clissées,11,out,non,,,,548852
bouteilles d'étain à virole,1,out,non,,,,548852
bouteilles d'osier,1,out,non,,,,548852
bouteilles de bois,10,out,non,,,,548852
bouteilles de composition,1,out,non,,,,548852
bouteilles de cristal,1,out,non,,,,548852
bouteilles de cristal et carafes,1,out,non,,,,548852
bouteilles de grès,16,out,non,,,,548852
bouteilles de marbre,1,out,non,,,,548852
bouteilles de pierre et pots de pierre,1,out,non,,,,548852
bouteilles de terre,9,out,non,,,,548852
bouteilles de verre,949,out,non,,,,548852
bouteilles de verre à virole,1,out,non,,,,548852
bouteilles de verre à virole d'étain,3,out,non,,,,548852
bouteilles de verre avec roseaux,1,out,non,,,,548852
bouteilles de verre clissées,13,out,non,,,,548852
bouteilles de verre garnies de joncs,1,out,non,,,,548852
bouteilles de verre gros,13,out,non,,,,548852
bouteilles de verre vides,6,out,non,,,,548852
bouteilles de verres,104,out,non,,,,548852
bouteilles lissées de retour,1,out,non,,,,548852
bouteilles peintes,1,out,non,,,,548852
bouteilles petites à virole d'étain,2,out,non,,,,548852
bouteilles pleines,7,out,non,,,,548852
bouteilles pleines de verres et vides et dame-jeannes de verre,41,out,non,,,,548852
bouteilles vides,9,out,non,,,,548852
bouton de cuivre sur bois et de coco et de corne et d'os,2,out,non,,,,548852
boutonnières d'or,3,out,non,,,,548852
boutonnières de fil,1,out,non,,,,548852
boutons,46,out,non,,,,548852
boutons à fusil,2,out,non,,,,548852
boutons à pierres fausses,5,out,non,,,,548852
boutons à pierres fausses par douzaines,1,out,non,,,,548852
boutons anglais,1,out,non,,,,548852
boutons avec dorure et nacre,1,out,non,,,,548852
boutons blanc étamés,1,out,non,,,,548852
boutons blanchis,1,out,non,,,,548852
boutons bloc,1,out,non,,,,548852
boutons brodés d'or et d'argent,2,out,non,,,,548852
boutons brodés de nacre de perles et d'acier,1,out,non,,,,548852
boutons communs,1,out,non,,,,548852
boutons d'acier,3,out,non,,,,548852
boutons d'acier argenté,1,out,non,,,,548852
boutons d'argent,27,out,non,,,,548852
boutons d'argent et boutons d'or,56,out,non,,,,548852
boutons d'argent faux,1,out,non,,,,548852
boutons d'argent sur bois,6,out,non,,,,548852
boutons d'argent trait,1,out,non,,,,548852
boutons d'étain,22,out,non,,,,548852
boutons d'or,57,out,non,,,,548852
boutons d'or en traits,1,out,non,,,,548852
boutons d'or et boutons d'argent,29,out,non,,,,548852
boutons d'or et boutons d'argent faux,1,out,non,,,,548852
boutons d'or et d'argent sur bois,1,out,non,,,,548852
boutons d'or faux,2,out,non,,,,548852
boutons d'or filé,2,out,non,,,,548852
boutons d'or trait,2,,oui,,,,9112
boutons d'or vrai,4,out,non,,,,548852
boutons d'os,5,out,non,,,,548852
boutons d'os et de corne,1,out,non,,,,548852
boutons d'uniforme,1,out,non,,,,548852
boutons de bois,3,out,non,,,,548852
boutons de coco,51,out,non,,,,548852
boutons de composition,3,out,non,,,,548852
boutons de corne,4,out,non,,,,548852
boutons de coton,1,out,non,,,,548852
boutons de crin,98,out,non,,,,548852
boutons de crin 20 lignes,1,out,non,,,,548852
boutons de crin et boutons de poil,1,out,non,,,,548852
boutons de crin et boutons de poil et boutons de soie,2,out,non,,,,548852
boutons de cristal,1,out,non,,,,548852
boutons de cuivre,29,out,non,,,,548852
boutons de cuivre argenté et doré,1,out,non,,,,548852
boutons de cuivre d'or,1,out,non,,,,548852
boutons de cuivre doré,11,out,non,,,,548852
boutons de cuivre et boutons d'étain,1,out,non,,,,548852
boutons de cuivre et boutons d'étain argenté,1,out,non,,,,548852
boutons de cuivre et étain,1,out,non,,,,548852
boutons de cuivre fin,2,out,non,,,,548852
boutons de cuivre sur bois,1,out,non,,,,548852
boutons de dorure d'argent,18,out,non,,,,548852
boutons de dorure d'or,59,out,non,,,,548852
boutons de dorure d'or et d'argent,68,out,non,,,,548852
boutons de dorure d'or faux,4,out,non,,,,548852
boutons de dorure d'or fin,13,out,non,,,,548852
boutons de fil,75,out,non,,,,548852
boutons de fil blanc,15,out,non,,,,548852
boutons de fil d'argent,18,out,non,,,,548852
boutons de fil d'or,68,out,non,,,,548852
boutons de fil d'or et boutons de fil d'argent,74,out,non,,,,548852
boutons de fil d'or trait,2,out,non,,,,548852
boutons de fil de poil de chèvre,1,out,non,,,,548852
boutons de fil et d'argent,1,out,non,,,,548852
"boutons de fil, boutons de soie et boutons d'or",1,out,non,,,,548852
boutons de forget,1,out,non,,,,548852
boutons de gay,2,out,non,,,,548852
boutons de jais,14,out,non,,,,548852
boutons de jais et collier de jais et dentelle de jais,2,out,non,,,,548852
boutons de laiton,4,out,non,,,,548852
boutons de livrée,1,out,non,,,,548852
boutons de manches,5,out,non,,,,548852
boutons de métal,6,out,non,,,,548852
boutons de métal doré,1,out,non,,,,548852
boutons de nacre,5,out,non,,,,548852
boutons de nacre de perle et boutons de jais,1,out,non,,,,548852
boutons de nacre de perles,1,out,non,,,,548852
boutons de pinsbeck,4,out,non,,,,548852
boutons de poil,34,out,non,,,,548852
boutons de poil de chèvre,9,out,non,,,,548852
boutons de poil de soie,5,out,non,,,,548852
boutons de soie,18,out,non,,,,548852
boutons de soie en once,1,out,non,,,,548852
boutons de tombac,1,out,non,,,,548852
boutons de tombac doré,1,out,non,,,,548852
boutons de trait d'argent et d'or fin,2,out,non,,,,548852
boutons de verre,4,out,non,,,,548852
boutons de verre émaillés,1,out,non,,,,548852
boutons en médailles,1,out,non,,,,548852
boutons et galon d'or,2,out,non,,,,548852
boutons et galon d'or et d'argent,1,out,non,,,,548852
boutons et galons d'argent et d'or,1,out,non,,,,548852
boutons masquinés,1,out,non,,,,548852
boutons or trait,3,out,non,,,,548852
bouts de chêne,1,out,non,,,,548852
bouts de corne,3,out,non,,,,548852
bouts de planche,1,out,non,,,,548852
bouts de planches et planches de sapin,1,out,non,,,,548852
boutty,1,out,non,,,,548852
bouvillons,3,out,non,,,,548852
bouvillons et génisses,4,out,non,,,,548852
bouvillons et génisses et taurillons,2,out,non,,,,548852
boyaux,5,out,non,,,,548852
boyaux de bœuf,1,out,non,,,,548852
boyaux de bœuf salés,2,out,non,,,,548852
boyaux de mouton,3,out,non,,,,548852
boyaux de mouton salés,3,out,non,,,,548852
boyaux et nerfs,2,out,non,,,,548852
boyaux préparés et secs,2,out,non,,,,548852
boyaux salés,80,out,non,,,,548852
bozemin,1,out,non,,,,548852
bracelets,1,out,non,,,,548852
bracelets de crin,2,out,non,,,,548852
bracelles,5,out,non,,,,548852
brai,266,out,non,,,,548852
brai ???,1,out,non,,,,548852
brai ??? brai,1,out,non,,,,548852
brai ??? goudron,2,out,non,,,,548852
brai ??? goudron résines,1,out,non,,,,548852
brai ??? pox noire,1,out,non,,,,548852
brai à brasser,1,out,non,,,,548852
brai arcanson,1,out,non,,,,548852
brai colophane et sec et résines d'huile,2,out,non,,,,548852
brai de goudron,9,out,non,,,,548852
brai de poix,2,out,non,,,,548852
brai de poix blanche et noire,2,out,non,,,,548852
brai de poix noire,1,out,non,,,,548852
brai de poix résines,3,out,non,,,,548852
brai eau de raze,5,out,non,,,,548852
brai et eau de rose,1,out,non,,,,548852
brai et goudron,512,out,non,,,,548852
