numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,leurvaleursubtotal_2,remarks,Double compte,Leurvaleursubtotal_1,direction
602,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Parfumerie ; pommades,La Martinique,636,898,livres,,,0,4759,Bordeaux
603,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Parfumerie ; pommades,La Guadeloupe,140,88,livres,,,0,4759,Bordeaux
604,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Parfumerie ; pommades,Cayenne et Guyanne,123,80,livres,,,0,4759,Bordeaux
605,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Parfumerie ; pommades,Sénégal et Guinée,80,50,livres,,,0,4759,Bordeaux
606,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Parfumerie ; poudre à poudrer,St Domingue,48188,120471,livres,57924,,0,57924,Bordeaux
607,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Parfumerie ; poudre à poudrer,La Martinique,3272,8181,livres,,,0,57924,Bordeaux
608,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Parfumerie ; poudre à poudrer,La Guadeloupe,5876,14691,livres,,,0,57924,Bordeaux
609,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Parfumerie ; poudre à poudrer,Cayenne et Guyanne,588,1470,livres,,,0,57924,Bordeaux
610,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Parfumerie ; poudre à poudrer,Sénégal et Guinée,252,630,livres,,,0,57924,Bordeaux
611,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Peaux ; de chèvres apprêtées,St Domingue,2664,37,douzaines,3096,,0,3096,Bordeaux
612,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Peaux ; de chèvres apprêtées,La Guadeloupe,432,6,douzaines,,,0,3096,Bordeaux
613,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Peaux ; de mouton apprêtées,St Domingue,11960,460,douzaines,14508,,0,14508,Bordeaux
614,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Peaux ; de mouton apprêtées,La Martinique,1976,76,douzaines,,,0,14508,Bordeaux
615,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Peaux ; de mouton apprêtées,La Guadeloupe,52,2,douzaines,,,0,14508,Bordeaux
616,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Peaux ; de mouton apprêtées,Cayenne et Guyanne,520,20,douzaines,,,0,14508,Bordeaux
617,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Peaux ; de veau tanné,St Domingue,36900,369,douzaines,50200,,0,50200,Bordeaux
618,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Peaux ; de veau tanné,La Martinique,5800,58,douzaines,,,0,50200,Bordeaux
619,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Peaux ; de veau tanné,La Guadeloupe,6600,66,douzaines,,,0,50200,Bordeaux
620,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Peaux ; de veau tanné,Cayenne et Guyanne,900,9,douzaines,,,0,50200,Bordeaux
621,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Pierre à bâtir et paver,St Domingue,21810,,,23320,,0,23320,Bordeaux
622,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Pierre à bâtir et paver,La Martinique,700,,,,,0,23320,Bordeaux
623,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Pierre à bâtir et paver,La Guadeloupe,810,,,,,0,23320,Bordeaux
624,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Pierre à bâtir et paver,Sénégal et Guinée,100,,,,,0,23320,Bordeaux
625,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Pipes à fumer,St Domingue,350,50,grosses,350,,0,350,Bordeaux
626,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Pipes à fumer,Sénégal et Guinée,9786,1398,grosses,,,0,350,Bordeaux
627,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plomb en planches et grain,St Domingue,37020,141330,livres,46154,,0,46154,Bordeaux
628,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plomb en planches et grain,La Martinique,3199,12520,livres,,,0,46154,Bordeaux
629,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plomb en planches et grain,La Guadeloupe,5436,20850,livres,,,0,46154,Bordeaux
630,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plomb en planches et grain,Cayenne et Guyanne,499,1900,livres,,,0,46154,Bordeaux
631,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plomb en planches et grain,Sénégal et Guinée,6308,22936,livres,,,0,46154,Bordeaux
632,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plumes d'autruche apprêtées,St Domingue,3750,12,livres,7800,,0,7800,Bordeaux
633,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plumes d'autruche apprêtées,La Martinique,2700,9,livres,,,0,7800,Bordeaux
634,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plumes d'autruche apprêtées,La Guadeloupe,450,"1,5",livres,,,0,7800,Bordeaux
635,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plumes d'autruche apprêtées,Cayenne et Guyanne,900,3,livres,,,0,7800,Bordeaux
636,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plumes d'autruche apprêtées,Sénégal et Guinée,6172,3491,livres,,,0,7800,Bordeaux
637,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plumes à lit,St Domingue,1040,800,livres,1384,,0,1384,Bordeaux
638,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plumes à lit,La Martinique,312,240,livres,,,0,1384,Bordeaux
639,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plumes à lit,La Guadeloupe,32,25,livres,,,0,1384,Bordeaux
640,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Plumes à lit,Sénégal et Guinée,41,32,livres,,,0,1384,Bordeaux
641,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; harengs,St Domingue,8200,205,barils,11280,,0,11280,Bordeaux
642,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; harengs,La Martinique,1920,48,barils,,,0,11280,Bordeaux
643,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; harengs,La Guadeloupe,1000,25,barils,,,0,11280,Bordeaux
644,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; harengs,Cayenne et Guyanne,160,4,barils,,,0,11280,Bordeaux
645,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; harengs,Sénégal et Guinée,600,15,barils,,,0,11280,Bordeaux
646,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; morue sèche,St Domingue,12983,37096,livres,18457,,0,18457,Bordeaux
647,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; morue sèche,La Martinique,3514,10040,livres,,,0,18457,Bordeaux
648,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; morue sèche,La Guadeloupe,1680,4800,livres,,,0,18457,Bordeaux
649,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; morue sèche,Cayenne et Guyanne,280,800,livres,,,0,18457,Bordeaux
650,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; morue sèche,Sénégal et Guinée,1400,4000,livres,,,0,18457,Bordeaux
651,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; morue accompagné de ???,St Domingue,22828,65224,livres,137453,,0,137453,Bordeaux
652,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; morue accompagné de ???,La Martinique,111930,319800,livres,,Le pdf donne aussi la quantité en livres,0,137453,Bordeaux
653,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; morue accompagné de ???,La Guadeloupe,2695,7700,livres,,Le pdf donne aussi la quantité en livres,0,137453,Bordeaux
654,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; sardines,St Domingue,13284,369,barriques,18504,Le pdf donne aussi la quantité en livres,0,18504,Bordeaux
655,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; sardines,La Martinique,3096,86,barriques,,Le pdf donne aussi la quantité en livres,0,18504,Bordeaux
656,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; sardines,La Guadeloupe,1980,55,barriques,,Le pdf donne aussi la quantité en livres,0,18504,Bordeaux
657,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; sardines,Cayenne et Guyanne,144,4,barriques,,Le pdf donne aussi la quantité en livres,0,18504,Bordeaux
658,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; sardines,Sénégal et Guinée,540,15,barriques,,Le pdf donne aussi la quantité en livres,0,18504,Bordeaux
659,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poissons salé ; saumon salé,St Domingue,2321,10550,livres,2321,Le pdf donne aussi la quantité en livres,0,2321,Bordeaux
660,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Porcelaine,St Domingue,6272,392,livres,8976,Le pdf donne aussi la quantité en livres,0,8976,Bordeaux
661,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Porcelaine,La Guadeloupe,2704,169,livres,,Le pdf donne aussi la quantité en livres,0,8976,Bordeaux
662,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poudre ??? nationales d'après les états du département de poudre et de salpêtre,St Domingue,10938,9115,???,10938,Le pdf donne aussi la quantité en livres,0,10983,Bordeaux
663,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poudre ??? nationales d'après les états du département de poudre et de salpêtre,Sénégal et Guinée,46728,56540,???,,Le pdf donne aussi la quantité en livres,0,10983,Bordeaux
664,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poudre de traite Angleterre et hollande,Sénégal et Guinée,40480,50600,livres,,Le pdf donne aussi la quantité en livres,0,,Bordeaux
665,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poulies garnies,St Domingue,1100,,,1900,Le pdf donne aussi la quantité en livres,0,1900,Bordeaux
666,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Poulies garnies,La Martinique,800,,,,,0,1900,Bordeaux
667,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Presses pour imprimerie,St Domingue,2320,,,,,0,2320,Bordeaux
668,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Quincaillerie ; étranger,St Domingue,8402,,,10982,,0,10982,Bordeaux
669,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Quincaillerie ; étranger,La Martinique,1800,,,,Le pdf donne aussi la quantité en livres,0,10982,Bordeaux
670,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Quincaillerie ; étranger,La Guadeloupe,600,,,,Le pdf donne aussi la quantité en livres,0,10982,Bordeaux
671,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Quincaillerie ; étranger,Cayenne et Guyanne,180,,,,Le pdf donne aussi la quantité en livres,0,10982,Bordeaux
672,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Quincaillerie ; étranger,Sénégal et Guinée,1272,,,,Le pdf donne aussi la quantité en livres,0,10982,Bordeaux
673,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Quincaillerie ; nationale,St Domingue,69463,,,86001,Le pdf donne aussi la quantité en livres,0,86001,Bordeaux
674,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Quincaillerie ; nationale,La Martinique,10270,,,,Le pdf donne aussi la quantité en livres,0,86001,Bordeaux
675,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Quincaillerie ; nationale,La Guadeloupe,1162,,,,Le pdf donne aussi la quantité en livres,0,86001,Bordeaux
676,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Quincaillerie ; nationale,Cayenne et Guyanne,5106,,,,,0,86001,Bordeaux
677,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Quincaillerie ; nationale,Sénégal et Guinée,2070,,,,,0,86001,Bordeaux
678,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Rassade,Sénégal et Guinée,2970,7427,livres,,,0,,Bordeaux
679,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Rechanges à nègres,St Domingue,8156,2484,nombre,,,0,8156,Bordeaux
680,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Ressorts de voiture,St Domingue,1400,16,nombre,,,0,1400,Bordeaux
681,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Ruban de soye,St Domingue,106700,2134,livres,120237,,0,120237,Bordeaux
682,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Ruban de soye,La Martinique,9025,"180,5",livres,,,0,120237,Bordeaux
683,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Ruban de soye,La Guadeloupe,3162,"63,25",livres,,,0,120237,Bordeaux
684,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Ruban de soye,Cayenne et Guyanne,1350,27,livres,,,0,120237,Bordeaux
685,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,6,Ruban de soye,Sénégal et Guinée,2100,42,livres,,,0,120237,Bordeaux
686,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sacs à caffe,St Domingue,88798,59199,nombre,94183,,0,94180,Bordeaux
687,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sacs à caffe,La Martinique,3375,2250,nombre,,,0,94180,Bordeaux
688,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sacs à caffe,La Guadeloupe,2010,1340,nombre,,,0,94180,Bordeaux
689,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Savon,St Domingue,57909,105292,livres,61593,,0,61593,Bordeaux
690,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Savon,La Martinique,2365,4300,livres,,,0,61593,Bordeaux
691,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Savon,La Guadeloupe,505,1100,livres,,,0,61593,Bordeaux
692,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Savon,Cayenne et Guyanne,814,1480,livres,,,0,61593,Bordeaux
693,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Savon,Sénégal et Guinée,3228,5870,livres,,,0,61593,Bordeaux
694,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sel,St Domingue,1293,49750,livres,1865,,0,1865,Bordeaux
695,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sel,La Martinique,351,13500,livres,,,0,1865,Bordeaux
696,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sel,La Guadeloupe,156,6000,livres,,,0,1865,Bordeaux
697,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sel,Cayenne et Guyanne,65,2500,livres,,,0,1865,Bordeaux
698,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sel,Sénégal et Guinée,260,10000,livres,,,0,1865,Bordeaux
699,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sirop de raffinerie,Sénégal et Guinée,2125,14171,livres,,,0,,Bordeaux
700,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Soye à coudre,St Domingue,3132,87,livres,3636,,0,3636,Bordeaux
701,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Soye à coudre,La Guadeloupe,504,14,livres,,,0,3636,Bordeaux
702,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Souffre,St Domingue,3363,17700,livres,5148,,0,5148,Bordeaux
703,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Souffre,La Martinique,1174,6180,livres,,,0,5148,Bordeaux
704,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Souffre,La Guadeloupe,520,2760,livres,,,0,5148,Bordeaux
705,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Souffre,Cayenne et Guyanne,91,480,livres,,,0,5148,Bordeaux
706,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Souffre,Sénégal et Guinée,296,1560,livres,,,0,5148,Bordeaux
707,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sucre,St Domingue,5917,6608,livres,6296,,0,6292,Bordeaux
708,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sucre,La Martinique,59,66,livres,,,0,6292,Bordeaux
709,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sucre,La Guadeloupe,50,56,livres,,,0,6292,Bordeaux
710,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sucre,Cayenne et Guyanne,270,300,livres,,,0,6292,Bordeaux
711,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Sucre,Sénégal et Guinée,2367,3039,livres,,,0,6292,Bordeaux
712,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Suif fondue,St Domingue,75273,149751,livres,85540,,0,85540,Bordeaux
713,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Suif fondue,La Martinique,7037,14074,livres,,,0,85540,Bordeaux
714,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Suif fondue,La Guadeloupe,2990,5980,livres,,,0,85540,Bordeaux
715,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Suif fondue,Cayenne et Guyanne,240,480,livres,,,0,85540,Bordeaux
716,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Suif fondue,Sénégal et Guinée,3780,5042,livres,,,0,85540,Bordeaux
717,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Suif en chandelles,St Domingue,126250,168338,livres,139584,,0,139584,Bordeaux
718,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Suif en chandelles,La Martinique,4732,6310,livres,,,0,139584,Bordeaux
719,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Suif en chandelles,La Guadeloupe,7762,10351,livres,,,0,139584,Bordeaux
